"","number","artist","title","genre","year","month"
"36","89783135","태연 (TAEYEON)","내게 들려주고 싶은 말 (Dear Me)","발라드",2020,1
"37","89339699","V.O.S","다시 만날까 봐","발라드",2020,1
"38","89275179","거미 (Gummy)","기억해줘요 내 모든 날과 그때를","드라마",2020,1
"39","89784372","솔라 (마마무) & 케이시 (Kassy)","이 노랜 꽤 오래된 거야 (A song from the past)","발라드",2020,1
"40","88261335","임재현","사랑에 연습이 있었다면 (Prod. by 2soo)","발라드",2020,1
"41","89612642","아이유 (IU)","시간의 바깥","발라드",2020,1
"42","89572801","바이브","이 번호로 전화해줘","발라드",2020,1
"43","89497741","태연 (TAEYEON)","불티 (Spark)","댄스",2020,1
"44","89786517","방탄소년단","Black Swan","랩/힙합",2020,1
"45","88987356","먼데이 키즈 (Monday Kiz)","사랑이 식었다고 말해도 돼","발라드",2020,1
"46","89126578","Camila Cabello & Shawn Mendes","Senorita","팝",2020,1
"47","89792322","폴킴 & 청하","Loveship","R&B/소울",2020,1
"48","89357134","볼빨간사춘기","워커홀릭","인디",2020,1
"49","88336380","폴킴","너를 만나","발라드",2020,1
"50","89764960","백현 (BAEKHYUN)","너를 사랑하고 있어","드라마",2020,1
"51","89754198","마크툽 (Maktub)","마음이 말하는 행복 (Happiness) (Feat.이라온)","인디",2020,1
"52","89059750","창모 & Hash Swan & ASH ISLAND & 김효은","19금										BAND","랩/힙합",2020,1
"53","88281290","Lauv","Paris In The Rain","팝",2020,1
"54","89238855","태연 (TAEYEON)","그대라는 시","드라마",2020,1
"55","89602798","Idina Menzel & Evan Rachel Wood","Show Yourself","애니메이션/게임",2020,1
"56","89095473","장혜진 & 윤민수(바이브)","술이 문제야","발라드",2020,1
"57","89737337","윤미래","Flower","드라마",2020,1
"58","88709300","태연 (TAEYEON)","사계 (Four Seasons)","발라드",2020,1
"59","89378658","TWICE (트와이스)","Feel Special","댄스",2020,1
"60","89414953","폴킴","허전해","R&B/소울",2020,1
"61","89374289","Maroon 5","Memories","팝",2020,1
"62","89528874","황인욱","이별주","발라드",2020,1
"63","89613037","아이유 (IU)","unlucky","발라드",2020,1
"64","87506735","Alan Walker & Noah Cyrus & Digital Farm Animals","All Falls Down (Feat. Juliander)","일렉트로니카",2020,1
"65","89349559","케이시 (Kassy)","가을밤 떠난 너","발라드",2020,1
"66","88323996","Jeremy Zucker","Comethru","팝",2020,1
"67","88707240","장범준","노래방에서","락",2020,1
"68","89699031","성시경 & 아이유","첫 겨울이니까","발라드",2020,1
"69","89492482","(여자)아이들","LION","전체",2020,1
"70","88501296","케이시 (Kassy)","그때가 좋았어","발라드",2020,1
"71","88947057","다비치","너에게 못했던 내 마지막 말은","발라드",2020,1
"72","86941521","방탄소년단","봄날","댄스",2020,1
"73","88686378","잔나비","주저하는 연인들을 위해","인디",2020,1
"74","88703035","Alan Walker & Sabrina Carpenter & Farruko","On My Way","일렉트로니카",2020,1
"75","89752724","다비치","노을","드라마",2020,1
"76","89322907","닐로 (Nilo)","벗","발라드",2020,1
"77","89649871","AOA","날 보러 와요 (Come See Me)","댄스",2020,1
"78","88965638","Naomi Scott","Speechless (Full)","해외영화",2020,1
"79","89346569","휘인 (Whee In)","헤어지자 (Prod. by 정키 (Jung Key))","발라드",2020,1
"80","89238786","10CM","나의 어깨에 기대어요","드라마",2020,1
"81","89586709","HYNN (박혜원)","차가워진 이 바람엔 우리가 써있어 (Bad Love)","발라드",2020,1
"82","89762468","염따 & 딥플로우 & 팔로알토 (Paloalto) & The Quiett & 사이먼 도미닉","달려","랩/힙합",2020,1
"83","87034188","아이유 (IU)","밤편지","발라드",2020,1
"84","88074702","숀 (SHAUN)","Way Back Home","일렉트로니카",2020,1
"85","89059621","김나영","솔직하게 말해서 나","발라드",2020,1
"86","87538989","Sia","Snowman","팝",2020,1
"87","88511064","엔플라잉 (N.Flying)","옥탑방 (Rooftop)","락",2020,1
"88","86380457","폴킴","비","R&B/소울",2020,1
"89","86100727","에이치코드 (H:CODE)","꿈속에 너 (Feat. 전상근)","발라드",2020,1
"90","89787548","김재환","어떤 날엔","드라마",2020,1
"91","89762486","윤하 (YOUNHA)","WINTER FLOWER (雪中梅) (Feat. RM)","락",2020,1
"92","89602850","태연 (TAEYEON)","숨겨진 세상 (Into the Unknown End Credit Ver.) (겨울왕국 2)","애니메이션/게임",2020,1
"93","89674570","V.O.S","잘 살고 있다","발라드",2020,1
"94","86925465","Imagine Dragons","Believer","락",2020,1
"95","89148225","벤","헤어져줘서 고마워","발라드",2020,1
"96","89655988","EXO","Obsession","댄스",2020,1
"97","82975165","Ariana Grande","Santa Tell Me","팝",2020,1
"98","88824340","TWICE (트와이스)","FANCY","댄스",2020,1
"99","89613038","아이유 (IU)","그 사람","발라드",2020,1
"100","89378490","이해리 (다비치)","나만 아픈 일","발라드",2020,1
"101","86432095","Mike Perry","The Ocean (Feat. Shy Martin)","일렉트로니카",2020,1
"102","86868163","Ed Sheeran","Shape Of You","팝",2020,1
"103","89520184","펀치 (Punch)","영화 속에 나오는 주인공처럼","드라마",2020,1
"104","89702558","백예린 (Yerin Baek)","Popo (How deep is our love?)","전체",2020,1
"105","88504833","청하","벌써 12시","댄스",2020,1
"106","89471312","10CM","우연인 듯 운명","드라마",2020,1
"107","88194599","방탄소년단","IDOL","랩/힙합",2020,1
"108","86868102","에일리 (AILEE)","첫눈처럼 너에게 가겠다","드라마",2020,1
"109","88607738","ITZY (있지)","달라달라","댄스",2020,1
"110","89290483","벤","내 목소리 들리니","드라마",2020,1
"111","88773174","방탄소년단","소우주 (Mikrokosmos)","랩/힙합",2020,1
"112","88352905","Ariana Grande","thank u, next","팝",2020,1
"113","85433670","Troye Sivan","YOUTH","팝",2020,1
"114","89493651","MC몽","내 생애 가장 행복한 시간 Part.2 (Feat. 양다일)","랩/힙합",2020,1
"115","88510821","엠씨더맥스 (M.C the MAX)","넘쳐흘러","발라드",2020,1
"116","89613040","아이유 (IU)","자장가","발라드",2020,1
"117","89310681","펀치 (Punch)","Done For Me","드라마",2020,1
"118","89764811","우디 (Woody)","지구는 멸망하지 않아","인디",2020,1
"119","89671045","박진영","FEVER (Feat. 수퍼비 & BIBI)","댄스",2020,1
"120","89493649","MC몽","샤넬 (Feat. 박봄)","랩/힙합",2020,1
"121","88510820","엠씨더맥스 (M.C the MAX)","사계 (하루살이)","발라드",2020,1
"122","89606316","유산슬","사랑의 재개발","트로트",2020,1
"123","87998685","볼빨간사춘기","여행","인디",2020,1
"124","88286541","아이유 (IU)","삐삐","R&B/소울",2020,1
"125","85803478","Alan Walker","Faded","일렉트로니카",2020,1
"126","89258787","ITZY (있지)","ICY","댄스",2020,1
"127","89126699","청하","Snapping","댄스",2020,1
"128","88316432","케이윌 (K.Will)","내 생에 아름다운","드라마",2020,1
"129","89391731","지코 (ZICO)","천둥벌거숭이 (Feat. Jvcki Wai & 염따)","랩/힙합",2020,1
"130","89431271","헤이즈 (Heize)","떨어지는 낙엽까지도","R&B/소울",2020,1
"131","87752744","Marshmello & Anne-Marie","FRIENDS","팝",2020,1
"132","87101034","Charlie Puth","Attention","팝",2020,1
"133","89745513","염따 & 딥플로우 & 팔로알토 (Paloalto) & The Quiett & 사이먼 도미닉","중2병","랩/힙합",2020,1
"134","87512697","닐로 (Nilo)","지나오다","발라드",2020,1
"135","89719188","염따","Amanda (Feat. Simon Dominic) (Prod. by UNTITLEDS)","랩/힙합",2020,1
"136","89369155","펀치 (Punch)","가끔 이러다","R&B/소울",2020,1
"137","89623205","신예영","우리 왜 헤어져야 해","발라드",2020,1
"138","89554784","Zion.T","5월의 밤","발라드",2020,1
"139","88559277","Ariana Grande","7 rings","팝",2020,1
"140","87271938","멜로망스 (MeloMance)","선물","인디",2020,1
"141","88295011","양다일","고백","발라드",2020,1
"142","87315030","황인욱","취하고 싶다 (Prod. by 전태익)","발라드",2020,1
"143","84861691","Charlie Puth","One Call Away","팝",2020,1
"144","89165593","윤하 (YOUNHA)","비가 내리는 날에는","발라드",2020,1
"145","89408689","이우","이별행동","발라드",2020,1
"146","82689882","Sia","Chandelier","일렉트로니카",2020,1
"147","88244288","임한별","이별하러 가는 길","발라드",2020,1
"148","88890308","박효신","Goodbye","발라드",2020,1
"149","89702564","백예린 (Yerin Baek)","0310","전체",2020,1
"150","89226517","이우","내 안부","발라드",2020,1
"151","86978532","The Chainsmokers & Coldplay","Something Just Like This","팝",2020,1
"152","88732246","볼빨간사춘기","나만, 봄","인디",2020,1
"153","88353726","노을","너는 어땠을까","발라드",2020,1
"154","87579522","장덕철","그날처럼","발라드",2020,1
"155","89064462","기리보이","아퍼 (Feat. Kid Milli & Lil tachi & 김승민 & NO:EL & C JAMM)","랩/힙합",2020,1
"156","89608451","Arizona Zervas","ROXANNE","랩/힙합",2020,1
"157","87628996","양다일","미안해","R&B/소울",2020,1
"158","87360263","Camila Cabello","Havana (Feat. Young Thug)","팝",2020,1
"159","88353506","TWICE (트와이스)","YES or YES","댄스",2020,1
"160","89188183","멜로망스 (MeloMance)","인사","발라드",2020,1
"161","88251225","바이브","가을 타나 봐","발라드",2020,1
"162","87957296","벤","열애중","발라드",2020,1
"163","88728543","첸 (CHEN)","사월이 지나면 우리 헤어져요 (Beautiful goodbye)","발라드",2020,1
"164","89606315","유산슬","합정역 5번 출구","트로트",2020,1
"165","89682435","길구봉구","어쩌면, 널 잊을 수 있을까","발라드",2020,1
"166","86468828","The Chainsmokers","Closer (Feat. Halsey)","팝",2020,1
"167","86978777","Zedd & Alessia Cara","Stay","일렉트로니카",2020,1
"168","88674285","홍진영","오늘 밤에","트로트",2020,1
"169","89227703","김나영","조금 더 외로워지겠지","드라마",2020,1
"170","88697586","백예린 (Yerin Baek)","그건 아마 우리의 잘못은 아닐 거야","R&B/소울",2020,1
"171","89276181","청하","그 끝에 그대","드라마",2020,1
"172","89636332","다이나믹 듀오","맵고짜고단거 (Feat. 페노메코)","랩/힙합",2020,1
"173","87463712","볼빨간사춘기","나의 사춘기에게","인디",2020,1
"174","89257070","헤이즈 (Heize)","내 맘을 볼 수 있나요","드라마",2020,1
"175","89760853","Justin Bieber","Yummy","팝",2020,1
"176","88557156","폴킴","초록빛","발라드",2020,1
"177","89602793","Kristen Bell & Idina Menzel & Josh Gad & Jonathan Groff & Cast of Frozen 2","Some Things Never Change","애니메이션/게임",2020,1
"178","85448749","Justin Bieber","Love Yourself","팝",2020,1
"179","89395022","첸 (CHEN)","우리 어떻게 할까요","발라드",2020,1
"180","88715422","송이한","안녕이라는 말","인디",2020,1
"181","89148273","디오 (D.O.)","괜찮아도 괜찮아 (That's okay)","R&B/소울",2020,1
"182","87470580","먼데이 키즈 (Monday Kiz)","가을 안부","발라드",2020,1
"183","89357135","볼빨간사춘기","25","인디",2020,1
"184","88611219","화사 (Hwa Sa)","멍청이 (twit)","댄스",2020,1
"185","86461301","창모 (CHANGMO)","아름다워","랩/힙합",2020,1
"186","88253990","임창정","하루도 그대를 사랑하지 않은 적이 없었다","발라드",2020,1
"187","89214000","먼데이 키즈 (Monday Kiz) & 펀치 (Punch)","Another Day","드라마",2020,1
"188","88234302","정승환","잘 지내요","드라마",2020,1
"189","88860334","Ruel","Painkiller","팝",2020,1
"190","88599529","Khalid","Talk (Feat. Disclosure)","랩/힙합",2020,1
"191","89382910","AKMU (악동뮤지션)","달","발라드",2020,1
"192","88324031","Kiana Lede","EX","R&B/소울",2020,1
"193","88562939","우디 (Woody)","이 노래가 클럽에서 나온다면","인디",2020,1
"194","89330736","선미","날라리 (LALALAY)","댄스",2020,1
"195","88707238","장범준","당신과는 천천히","락",2020,1
"196","87730738","정승환","눈사람","발라드",2020,1
"197","87240368","헤이즈 (Heize)","비도 오고 그래서 (Feat. 신용재)","랩/힙합",2020,1
"198","88740321","BLACKPINK","Kill This Love","랩/힙합",2020,1
"199","86083393","Fitz & The Tantrums","HandClap","팝",2020,1
"200","88421579","벤","180도","발라드",2020,1
"201","89776757","지코 (ZICO)","아무노래","랩/힙합",2020,2
"202","89671631","창모 (CHANGMO)","METEOR","랩/힙합",2020,2
"203","89744994","Red Velvet (레드벨벳)","Psycho","댄스",2020,2
"204","89613039","아이유 (IU)","Blueming","락",2020,2
"205","89558702","노을","늦은 밤 너의 집 앞 골목길에서","발라드",2020,2
"206","89773697","백예린 (Yerin Baek)","다시 난, 여기","드라마",2020,2
"207","89859975","아이유 (IU)","마음을 드려요","드라마",2020,2
"208","89831932","Crush","둘만의 세상으로 가","드라마",2020,2
"209","89320910","장범준","흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야","드라마",2020,2
"210","89598605","마마무(Mamamoo)","HIP","댄스",2020,2
"211","89382909","AKMU (악동뮤지션)","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","발라드",2020,2
"212","89817543","김재환","안녕","발라드",2020,2
"213","89831917","V.O.S","잘 지내고 있는지 궁금해","발라드",2020,2
"214","89058209","마크툽 (Maktub)","오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)","인디",2020,2
"215","89787548","김재환","어떤 날엔","드라마",2020,2
"216","89530447","아이유 (IU)","Love poem","발라드",2020,2
"217","89682091","염따 & 딥플로우 & 팔로알토 (Paloalto) & The Quiett & 사이먼 도미닉","아마두 (Feat. 우원재 & 김효은 & 넉살 & Huckleberry P)","랩/힙합",2020,2
"218","89702572","백예린 (Yerin Baek)","Square (2017)","전체",2020,2
"219","88773173","방탄소년단","작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)","랩/힙합",2020,2
"220","89296790","폴킴","안녕","드라마",2020,2
"221","89762487","윤하 (YOUNHA)","먹구름","락",2020,2
"222","89353654","전상근","사랑이란 멜로는 없어","발라드",2020,2
"223","89380047","임재현","조금 취했어 (Prod. by 2soo)","인디",2020,2
"224","87928158","Anne-Marie","2002","팝",2020,2
"225","89786517","방탄소년단","Black Swan","랩/힙합",2020,2
"226","89792322","폴킴 & 청하","Loveship","R&B/소울",2020,2
"227","89671630","창모 (CHANGMO)","빌었어","랩/힙합",2020,2
"228","87840106","폴킴","모든 날, 모든 순간 (Every day, Every Moment)","드라마",2020,2
"229","89741945","백지영","다시는 사랑하지 않고, 이별에 아파하기 싫어","발라드",2020,2
"230","89863137","IZ*ONE (아이즈원)","FIESTA","댄스",2020,2
"231","89883242","방탄소년단","ON","랩/힙합",2020,2
"232","89339699","V.O.S","다시 만날까 봐","발라드",2020,2
"233","89764850","pH-1","Nerdy Love (Feat. 백예린)","랩/힙합",2020,2
"234","88727092","Billie Eilish","bad guy","락",2020,2
"235","89784372","솔라 (마마무) & 케이시 (Kassy)","이 노랜 꽤 오래된 거야 (A song from the past)","발라드",2020,2
"236","89754198","마크툽 (Maktub)","마음이 말하는 행복 (Happiness) (Feat.이라온)","인디",2020,2
"237","89678583","다비치","나의 오랜 연인에게","발라드",2020,2
"238","88729142","HYNN (박혜원)","시든 꽃에 물을 주듯","발라드",2020,2
"239","89816185","김세정","나의 모든 날","드라마",2020,2
"240","89374289","Maroon 5","Memories","팝",2020,2
"241","89119858","황인욱","포장마차","발라드",2020,2
"242","88261335","임재현","사랑에 연습이 있었다면 (Prod. by 2soo)","발라드",2020,2
"243","88987356","먼데이 키즈 (Monday Kiz)","사랑이 식었다고 말해도 돼","발라드",2020,2
"244","89435292","송하예","새 사랑","발라드",2020,2
"245","89126578","Camila Cabello & Shawn Mendes","Senorita","팝",2020,2
"246","89275179","거미 (Gummy)","기억해줘요 내 모든 날과 그때를","드라마",2020,2
"247","88281290","Lauv","Paris In The Rain","팝",2020,2
"248","89602794","Idina Menzel & AURORA","Into the Unknown","애니메이션/게임",2020,2
"249","88915147","송하예","니 소식","발라드",2020,2
"250","89421300","장덕철","있어줘요","인디",2020,2
"251","89671315","김나영 & 양다일","헤어진 우리가 지켜야 할 것들","발라드",2020,2
"252","88336380","폴킴","너를 만나","발라드",2020,2
"253","88323996","Jeremy Zucker","Comethru","팝",2020,2
"254","89815269","가호 (Gaho)","시작","드라마",2020,2
"255","89737337","윤미래","Flower","드라마",2020,2
"256","89764960","백현 (BAEKHYUN)","너를 사랑하고 있어","드라마",2020,2
"257","89818161","여자친구 (GFRIEND)","교차로 (Crossroads)","댄스",2020,2
"258","89493648","MC몽","인기 (Feat. 송가인 & 챈슬러)","랩/힙합",2020,2
"259","89357134","볼빨간사춘기","워커홀릭","인디",2020,2
"260","89497741","태연 (TAEYEON)","불티 (Spark)","댄스",2020,2
"261","89238855","태연 (TAEYEON)","그대라는 시","드라마",2020,2
"262","89059750","창모 & Hash Swan & ASH ISLAND & 김효은","19금										BAND","랩/힙합",2020,2
"263","87506735","Alan Walker & Noah Cyrus & Digital Farm Animals","All Falls Down (Feat. Juliander)","일렉트로니카",2020,2
"264","88709300","태연 (TAEYEON)","사계 (Four Seasons)","발라드",2020,2
"265","89783135","태연 (TAEYEON)","내게 들려주고 싶은 말 (Dear Me)","발라드",2020,2
"266","89612642","아이유 (IU)","시간의 바깥","발라드",2020,2
"267","89095473","장혜진 & 윤민수(바이브)","술이 문제야","발라드",2020,2
"268","88707240","장범준","노래방에서","락",2020,2
"269","88501296","케이시 (Kassy)","그때가 좋았어","발라드",2020,2
"270","88703035","Alan Walker & Sabrina Carpenter & Farruko","On My Way","일렉트로니카",2020,2
"271","89572801","바이브","이 번호로 전화해줘","발라드",2020,2
"272","89897444","개코","바빠서 (Feat. 헤이즈)","R&B/소울",2020,2
"273","86941521","방탄소년단","봄날","댄스",2020,2
"274","89806114","이해리 (다비치)","우는 법을 잊어버렸나요","발라드",2020,2
"275","88686378","잔나비","주저하는 연인들을 위해","인디",2020,2
"276","89528874","황인욱","이별주","발라드",2020,2
"277","88947057","다비치","너에게 못했던 내 마지막 말은","발라드",2020,2
"278","89623205","신예영","우리 왜 헤어져야 해","발라드",2020,2
"279","89349559","케이시 (Kassy)","가을밤 떠난 너","발라드",2020,2
"280","89688529","정승환","십이월 이십오일의 고백","발라드",2020,2
"281","88074702","숀 (SHAUN)","Way Back Home","일렉트로니카",2020,2
"282","88860334","Ruel","Painkiller","팝",2020,2
"283","89378658","TWICE (트와이스)","Feel Special","댄스",2020,2
"284","89752724","다비치","노을","드라마",2020,2
"285","89414953","폴킴","허전해","R&B/소울",2020,2
"286","89725257","펀치 (Punch)","그때의 우리","발라드",2020,2
"287","87034188","아이유 (IU)","밤편지","발라드",2020,2
"288","89796559","송가인","내 마음의 사진","드라마",2020,2
"289","88511064","엔플라잉 (N.Flying)","옥탑방 (Rooftop)","락",2020,2
"290","89346569","휘인 (Whee In)","헤어지자 (Prod. by 정키 (Jung Key))","발라드",2020,2
"291","89492482","(여자)아이들","LION","전체",2020,2
"292","89238786","10CM","나의 어깨에 기대어요","드라마",2020,2
"293","89471312","10CM","우연인 듯 운명","드라마",2020,2
"294","89674570","V.O.S","잘 살고 있다","발라드",2020,2
"295","89322907","닐로 (Nilo)","벗","발라드",2020,2
"296","86100727","에이치코드 (H:CODE)","꿈속에 너 (Feat. 전상근)","발라드",2020,2
"297","89586709","HYNN (박혜원)","차가워진 이 바람엔 우리가 써있어 (Bad Love)","발라드",2020,2
"298","89831743","Anne-Marie","Birthday","팝",2020,2
"299","86380457","폴킴","비","R&B/소울",2020,2
"300","86925465","Imagine Dragons","Believer","락",2020,2
"301","89608451","Arizona Zervas","ROXANNE","랩/힙합",2020,2
"302","89883244","방탄소년단","00:00 (Zero O'Clock)","랩/힙합",2020,2
"303","89613037","아이유 (IU)","unlucky","발라드",2020,2
"304","89059621","김나영","솔직하게 말해서 나","발라드",2020,2
"305","86868163","Ed Sheeran","Shape Of You","팝",2020,2
"306","89760853","Justin Bieber","Yummy","팝",2020,2
"307","88965638","Naomi Scott","Speechless (Full)","해외영화",2020,2
"308","86432095","Mike Perry","The Ocean (Feat. Shy Martin)","일렉트로니카",2020,2
"309","89831628","에이트 (8eight)","또 사랑에 속다","발라드",2020,2
"310","89402748","New Hope Club & Danna Paola","Know Me Too Well","팝",2020,2
"311","88559277","Ariana Grande","7 rings","팝",2020,2
"312","88194599","방탄소년단","IDOL","랩/힙합",2020,2
"313","86868102","에일리 (AILEE)","첫눈처럼 너에게 가겠다","드라마",2020,2
"314","85433670","Troye Sivan","YOUTH","팝",2020,2
"315","89803937","젝스키스","ALL FOR YOU","R&B/소울",2020,2
"316","89148225","벤","헤어져줘서 고마워","발라드",2020,2
"317","88352905","Ariana Grande","thank u, next","팝",2020,2
"318","88607738","ITZY (있지)","달라달라","댄스",2020,2
"319","89602798","Idina Menzel & Evan Rachel Wood","Show Yourself","애니메이션/게임",2020,2
"320","88824340","TWICE (트와이스)","FANCY","댄스",2020,2
"321","88504833","청하","벌써 12시","댄스",2020,2
"322","88510821","엠씨더맥스 (M.C the MAX)","넘쳐흘러","발라드",2020,2
"323","88510820","엠씨더맥스 (M.C the MAX)","사계 (하루살이)","발라드",2020,2
"324","89883239","방탄소년단","Filter","랩/힙합",2020,2
"325","88773174","방탄소년단","소우주 (Mikrokosmos)","랩/힙합",2020,2
"326","89883246","방탄소년단","친구","랩/힙합",2020,2
"327","87998685","볼빨간사춘기","여행","인디",2020,2
"328","89649871","AOA","날 보러 와요 (Come See Me)","댄스",2020,2
"329","85803478","Alan Walker","Faded","일렉트로니카",2020,2
"330","88286541","아이유 (IU)","삐삐","R&B/소울",2020,2
"331","87538989","Sia","Snowman","팝",2020,2
"332","89780034","거미 (Gummy)","너의 하루는 좀 어때","드라마",2020,2
"333","89796888","KCM","버릇처럼 셋을 센다","발라드",2020,2
"334","87101034","Charlie Puth","Attention","팝",2020,2
"335","89290483","벤","내 목소리 들리니","드라마",2020,2
"336","89378490","이해리 (다비치)","나만 아픈 일","발라드",2020,2
"337","82689882","Sia","Chandelier","일렉트로니카",2020,2
"338","88316432","케이윌 (K.Will)","내 생에 아름다운","드라마",2020,2
"339","89520184","펀치 (Punch)","영화 속에 나오는 주인공처럼","드라마",2020,2
"340","87512697","닐로 (Nilo)","지나오다","발라드",2020,2
"341","84861691","Charlie Puth","One Call Away","팝",2020,2
"342","87271938","멜로망스 (MeloMance)","선물","인디",2020,2
"343","88890308","박효신","Goodbye","발라드",2020,2
"344","89310681","펀치 (Punch)","Done For Me","드라마",2020,2
"345","87752744","Marshmello & Anne-Marie","FRIENDS","팝",2020,2
"346","89606316","유산슬","사랑의 재개발","트로트",2020,2
"347","88732246","볼빨간사춘기","나만, 봄","인디",2020,2
"348","89789749","이승철","내가 많이 사랑해요","전체",2020,2
"349","88324031","Kiana Lede","EX","R&B/소울",2020,2
"350","88295011","양다일","고백","발라드",2020,2
"351","89408689","이우","이별행동","발라드",2020,2
"352","88674285","홍진영","오늘 밤에","트로트",2020,2
"353","88244288","임한별","이별하러 가는 길","발라드",2020,2
"354","87579522","장덕철","그날처럼","발라드",2020,2
"355","89126699","청하","Snapping","댄스",2020,2
"356","87315030","황인욱","취하고 싶다 (Prod. by 전태익)","발라드",2020,2
"357","86978532","The Chainsmokers & Coldplay","Something Just Like This","팝",2020,2
"358","89258787","ITZY (있지)","ICY","댄스",2020,2
"359","89699031","성시경 & 아이유","첫 겨울이니까","발라드",2020,2
"360","89883247","방탄소년단","Moon","랩/힙합",2020,2
"361","88353726","노을","너는 어땠을까","발라드",2020,2
"362","89613038","아이유 (IU)","그 사람","발라드",2020,2
"363","89883240","방탄소년단","시차","랩/힙합",2020,2
"364","89782945","윤건","하루에도 열두 번","발라드",2020,2
"365","87628996","양다일","미안해","R&B/소울",2020,2
"366","89602850","태연 (TAEYEON)","숨겨진 세상 (Into the Unknown End Credit Ver.) (겨울왕국 2)","애니메이션/게임",2020,2
"367","89226517","이우","내 안부","발라드",2020,2
"368","85448749","Justin Bieber","Love Yourself","팝",2020,2
"369","89165593","윤하 (YOUNHA)","비가 내리는 날에는","발라드",2020,2
"370","86468828","The Chainsmokers","Closer (Feat. Halsey)","팝",2020,2
"371","87463712","볼빨간사춘기","나의 사춘기에게","인디",2020,2
"372","89391731","지코 (ZICO)","천둥벌거숭이 (Feat. Jvcki Wai & 염따)","랩/힙합",2020,2
"373","87360263","Camila Cabello","Havana (Feat. Young Thug)","팝",2020,2
"374","89493651","MC몽","내 생애 가장 행복한 시간 Part.2 (Feat. 양다일)","랩/힙합",2020,2
"375","86978777","Zedd & Alessia Cara","Stay","일렉트로니카",2020,2
"376","89369155","펀치 (Punch)","가끔 이러다","R&B/소울",2020,2
"377","89762468","염따 & 딥플로우 & 팔로알토 (Paloalto) & The Quiett & 사이먼 도미닉","달려","랩/힙합",2020,2
"378","89858874","김필","그때 그 아인","드라마",2020,2
"379","89827088","선미","가라고 (Gotta Go)","드라마",2020,2
"380","89613040","아이유 (IU)","자장가","발라드",2020,2
"381","89655988","EXO","Obsession","댄스",2020,2
"382","87957296","벤","열애중","발라드",2020,2
"383","89883245","방탄소년단","Inner Child","랩/힙합",2020,2
"384","88353506","TWICE (트와이스)","YES or YES","댄스",2020,2
"385","89064462","기리보이","아퍼 (Feat. Kid Milli & Lil tachi & 김승민 & NO:EL & C JAMM)","랩/힙합",2020,2
