"","number","artist","title","genre","year","month"
"51","91096604","마마무(Mamamoo)","딩가딩가 (Dingga)","댄스",2021,1
"52","91563411","Khundi Panda","뿌리 (Feat. JUSTHIS) (Prod. by GroovyRoom)","랩/힙합",2021,1
"53","91839600","송이한","밝게 빛나는 별이 되어 비춰줄게","인디",2021,1
"54","91768515","10CM","입김","인디",2021,1
"55","89058209","마크툽 (Maktub)","오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)","인디",2021,1
"56","89859975","아이유 (IU)","마음을 드려요","드라마",2021,1
"57","89671512","#안녕","너의 번호를 누르고 (Prod. by 영화처럼)","인디",2021,1
"58","90155965","오마이걸 (OH MY GIRL)","Dolphin","댄스",2021,1
"59","91423134","릴보이 (lIlBOI) & 원슈타인 & Chillin Homie & 스카이민혁 (Skyminhyuk)","Freak (Prod. by Slom)","랩/힙합",2021,1
"60","89815269","가호 (Gaho)","시작","드라마",2021,1
"61","91290290","잔나비","가을밤에 든 생각","인디",2021,1
"62","90443299","BLACKPINK","How You Like That","댄스",2021,1
"63","89374289","Maroon 5","Memories","팝",2021,1
"64","91361842","이승기","뻔한남자","발라드",2021,1
"65","91529103","IZ*ONE (아이즈원)","Panorama","댄스",2021,1
"66","91123274","적재","나랑 같이 걸을래 (바른연애 길잡이 X 적재)","인디",2021,1
"67","91622433","백예린 (Yerin Baek)","Hate you","R&B/소울",2021,1
"68","91165220","TWICE (트와이스)","I CAN'T STOP ME","댄스",2021,1
"69","89943155","오반 (OVAN)","어떻게 지내 (Prod. by VAN.C)","인디",2021,1
"70","89290354","Tones And I","Dance Monkey","락",2021,1
"71","90106691","경서예지","사실 나는 (Feat. 전건호)","인디",2021,1
"72","91892236","정준일","첫사랑 (Feat. SOLE (쏠))","인디",2021,1
"73","89296790","폴킴","안녕","드라마",2021,1
"74","90451189","화사 (Hwa Sa)","마리아 (Maria)","댄스",2021,1
"75","91167642","폴킴","너도 아는","발라드",2021,1
"76","90998269","환불원정대","DON'T TOUCH ME","댄스",2021,1
"77","91625438","머쉬베놈 (MUSHVENOM)","고독하구만 (Feat. 수퍼비) (Prod. by GroovyRoom)","랩/힙합",2021,1
"78","90677250","임영웅","오래된 노래","트로트",2021,1
"79","90155964","오마이걸 (OH MY GIRL)","살짝 설렜어 (Nonstop)","댄스",2021,1
"80","86941521","방탄소년단","봄날","댄스",2021,1
"81","87538989","Sia","Snowman","팝",2021,1
"82","89530447","아이유 (IU)","Love poem","발라드",2021,1
"83","88344888","etham","12 : 45 (Stripped)","팝",2021,1
"84","90602627","제시","눈누난나 (NUNU NANA)","랩/힙합",2021,1
"85","87034188","아이유 (IU)","밤편지","발라드",2021,1
"86","88686378","잔나비","주저하는 연인들을 위해","인디",2021,1
"87","89520901","Dua Lipa","Don't Start Now","팝",2021,1
"88","88336380","폴킴","너를 만나","발라드",2021,1
"89","87594329","블루 (BLOO)","Downtown Baby","랩/힙합",2021,1
"90","89776757","지코 (ZICO)","아무노래","랩/힙합",2021,1
"91","91716681","머쉬베놈 (MUSHVENOM)","가다 (Feat. 사이먼 도미닉 & The Quiett) (Prod. by SLO)","랩/힙합",2021,1
"92","86868102","에일리 (AILEE)","첫눈처럼 너에게 가겠다","드라마",2021,1
"93","90551435","이하이","홀로","R&B/소울",2021,1
"94","89623205","신예영","우리 왜 헤어져야 해","발라드",2021,1
"95","92071941","골든차일드","안아줄게(Burn It)","댄스",2021,1
"96","90520051","백지영","거짓말이라도 해서 널 보고싶어","발라드",2021,1
"97","90250302","전미도","사랑하게 될 줄 알았어","드라마",2021,1
"98","88707240","장범준","노래방에서","락",2021,1
"99","90146199","순순희","서면역에서","인디",2021,1
"100","88281290","Lauv","Paris In The Rain","팝",2021,1
"101","82975165","Ariana Grande","Santa Tell Me","팝",2021,1
"102","90031687","엠씨더맥스 (M.C the MAX)","처음처럼","발라드",2021,1
"103","91716685","머쉬베놈 (MUSHVENOM)","여백의 미 (Feat. Jessi & JUSTHIS) (Prod. by GroovyRoom)","랩/힙합",2021,1
"104","88729142","HYNN (박혜원)","시든 꽃에 물을 주듯","발라드",2021,1
"105","91990452","에픽하이 (EPIK HIGH)","정당방위 (Feat. 우원재 & 넉살 & 창모)","랩/힙합",2021,1
"106","88261335","임재현","사랑에 연습이 있었다면 (Prod. by 2soo)","발라드",2021,1
"107","88987356","먼데이 키즈 (Monday Kiz)","사랑이 식었다고 말해도 돼","발라드",2021,1
"108","91096860","먼데이 키즈 (Monday Kiz)","사랑 못해, 남들 쉽게 다 하는 거","발라드",2021,1
"109","88727092","Billie Eilish","bad guy","락",2021,1
"110","89492238","Conan Gray","Maniac","팝",2021,1
"111","91264455","임영웅","HERO","트로트",2021,1
"112","91891985","임재현","너밖에 안보여","발라드",2021,1
"113","89894708","임영웅","어느 60대 노부부이야기","트로트",2021,1
"114","91961075","청하","X (걸어온 길에 꽃밭 따윈 없었죠)","발라드",2021,1
"115","89883242","방탄소년단","ON","랩/힙합",2021,1
"116","91423138","방탄소년단","내 방을 여행하는 법","랩/힙합",2021,1
"117","88501296","케이시 (Kassy)","그때가 좋았어","발라드",2021,1
"118","89275179","거미 (Gummy)","기억해줘요 내 모든 날과 그때를","드라마",2021,1
"119","89238855","태연 (TAEYEON)","그대라는 시","드라마",2021,1
"120","90536476","싹쓰리 (유두래곤 & 린다G & 비룡)","다시 여기 바닷가","댄스",2021,1
"121","88860334","Ruel","Painkiller","팝",2021,1
"122","89702572","백예린 (Yerin Baek)","Square (2017)","전체",2021,1
"123","91091925","임창정","소확행","발라드",2021,1
"124","88323996","Jeremy Zucker","Comethru","팝",2021,1
"125","89119858","황인욱","포장마차","발라드",2021,1
"126","87506735","Alan Walker & Noah Cyrus & Digital Farm Animals","All Falls Down (Feat. Juliander)","일렉트로니카",2021,1
"127","90001474","조이 (JOY)","좋은 사람 있으면 소개시켜줘","드라마",2021,1
"128","91593370","정승환","어김없이 이 거리에","발라드",2021,1
"129","91260914","마마무(Mamamoo)","AYA","댄스",2021,1
"130","88709300","태연 (TAEYEON)","사계 (Four Seasons)","발라드",2021,1
"131","89353654","전상근","사랑이란 멜로는 없어","발라드",2021,1
"132","90341734","전상근","사랑은 지날수록 더욱 선명하게 남아","발라드",2021,1
"133","89380047","임재현","조금 취했어 (Prod. by 2soo)","인디",2021,1
"134","89612348","마미손","사랑은 (Feat. 원슈타인)","랩/힙합",2021,1
"135","87894567","Christopher","Bad","팝",2021,1
"136","88074702","숀 (SHAUN)","Way Back Home","일렉트로니카",2021,1
"137","86868163","Ed Sheeran","Shape Of You","팝",2021,1
"138","91790325","윤도 (YoonDo)","12월의 어느 겨울…","인디",2021,1
"139","80897960","아이유 (IU)","미리 메리 크리스마스 (Feat. 천둥 of MBLAQ)","전체",2021,1
"140","81018403","아이유 (IU)","내 손을 잡아","드라마",2021,1
"141","91226644","Ariana Grande","34＋35","팝",2021,1
"142","90191450","Ariana Grande & Justin Bieber","Stuck With U","팝",2021,1
"143","89598605","마마무(Mamamoo)","HIP","댄스",2021,1
"144","91423139","방탄소년단","Blue & Grey","랩/힙합",2021,1
"145","88703035","Alan Walker & Sabrina Carpenter & Farruko","On My Way","일렉트로니카",2021,1
"146","91423131","스윙스 (Swings) & 맥대디 (Mckdaddy) & Khakii (카키) & 래원 (Layone)","원해 (Feat. 팔로알토) (Prod. by 코드 쿤스트)","랩/힙합",2021,1
"147","89339699","V.O.S","다시 만날까 봐","발라드",2021,1
"148","90544866","Pink Sweat$","At My Worst","R&B/소울",2021,1
"149","91752547","이무진","휘파람","락",2021,1
"150","91396761","aespa","Black Mamba","댄스",2021,1
"151","91264287","볼빨간사춘기","Dancing Cartoon","인디",2021,1
"152","82280761","성시경","너의 모든 순간","드라마",2021,1
"153","89744994","Red Velvet (레드벨벳)","Psycho","댄스",2021,1
"154","92116571","규현 (KYUHYUN)","마지막 날에 (Moving On)","발라드",2021,1
"155","89787351","임영웅","바램","트로트",2021,1
"156","90788463","김호중","만개 (Prod. 신지후)","트로트",2021,1
"157","89858874","김필","그때 그 아인","드라마",2021,1
"158","90676965","ITZY (있지)","Not Shy","댄스",2021,1
"159","86380457","폴킴","비","R&B/소울",2021,1
"160","91563414","원슈타인","적외선 카메라","랩/힙합",2021,1
"161","91563413","머쉬베놈 (MUSHVENOM)","부어라 비워라 (Tricker) (Prod. by GroovyRoom)","랩/힙합",2021,1
"162","90806067","오반 (OVAN)","축하해 (Prod. by VAN.C)","인디",2021,1
"163","88915147","송하예","니 소식","발라드",2021,1
"164","91299354","여자친구 (GFRIEND)","MAGO","댄스",2021,1
"165","90611600","(여자)아이들","덤디덤디 (DUMDi DUMDi)","댄스",2021,1
"166","91775310","기리보이","사랑이었나봐","랩/힙합",2021,1
"167","90161044","휘인 (Whee In)","내 눈물 모아","드라마",2021,1
"168","90413544","아이유 (IU)","Into the I-LAND","댄스",2021,1
"169","88286541","아이유 (IU)","삐삐","R&B/소울",2021,1
"170","90069478","규현 (KYUHYUN)","화려하지 않은 고백","드라마",2021,1
"171","91069621","송하예","행복해","발라드",2021,1
"172","89126578","Camila Cabello & Shawn Mendes","Senorita","팝",2021,1
"173","88253990","임창정","하루도 그대를 사랑하지 않은 적이 없었다","발라드",2021,1
"174","91069696","Crush","놓아줘 (With 태연)","R&B/소울",2021,1
"175","85433670","Troye Sivan","YOUTH","팝",2021,1
"176","90160784","김호중","나보다 더 사랑해요","트로트",2021,1
"177","91423141","방탄소년단","잠시","랩/힙합",2021,1
"178","92118900","현아","I'm Not Cool","댄스",2021,1
"179","89671935","진민호","반만","발라드",2021,1
"180","89855703","Sam Smith","To Die For","팝",2021,1
"181","91038462","로꼬","잠이 들어야 (Feat. 헤이즈)","랩/힙합",2021,1
"182","91930009","반하나","한 여자가","발라드",2021,1
"183","90751091","BLACKPINK","Ice Cream (With Selena Gomez)","댄스",2021,1
"184","91552332","양요섭","한 번에 알아본 사랑 (바른연애 길잡이 X 양요섭)","발라드",2021,1
"185","87271938","멜로망스 (MeloMance)","선물","인디",2021,1
"186","82146674","Mariah Carey","All I Want for Christmas Is You","팝",2021,1
"187","89773697","백예린 (Yerin Baek)","다시 난, 여기","드라마",2021,1
"188","86432095","Mike Perry","The Ocean (Feat. Shy Martin)","일렉트로니카",2021,1
"189","91069929","XIA (준수)","사랑하고 싶지 않아 (바른연애 길잡이 X XIA (준수))","발라드",2021,1
"190","91458645","이무진","누구 없소","발라드",2021,1
"191","90947951","BLACKPINK","Pretty Savage","랩/힙합",2021,1
"192","91990450","에픽하이 (EPIK HIGH)","수상소감 (Feat. B.I)","랩/힙합",2021,1
"193","91221121","MINO (송민호)","도망가","랩/힙합",2021,1
"194","89769037","이예준","미친 소리","인디",2021,1
"195","88947057","다비치","너에게 못했던 내 마지막 말은","발라드",2021,1
"196","90417654","임영웅","이제 나만 믿어요 (Piano by 조영수)","트로트",2021,1
"197","90809949","김호중","살았소","발라드",2021,1
"198","89830405","하현우 (국카스텐)","돌덩이","드라마",2021,1
"199","91390129","AKMU (악동뮤지션)","HAPPENING","락",2021,1
"200","80965145","긱스 (Geeks)","Officially Missing You","랩/힙합",2021,1
"201","92125854","아이유 (IU)","Celebrity","댄스",2021,2
"202","92232257","젝스키스","뒤돌아보지 말아요","발라드",2021,2
"203","92070716","10CM","이 밤을 빌려 말해요 (바른연애 길잡이 X 10CM)","발라드",2021,2
"204","90705547","방탄소년단","Dynamite","댄스",2021,2
"205","92213348","허각","고백 (바른연애 길잡이 X 허각)","발라드",2021,2
"206","92154421","경서 (경서예지) & MJ (써니사이드)","술 한잔 해요","발라드",2021,2
"207","91829432","허각","우린 어쩌다 헤어진 걸까","발라드",2021,2
"208","91423133","미란이 (Mirani) & 먼치맨 (MUNCHMAN) & Khundi Panda & 머쉬베놈 (MUSHVENOM)","VVS (Feat. JUSTHIS) (Prod. by GroovyRoom)","랩/힙합",2021,2
"209","91361957","경서","밤하늘의 별을 (2020)","인디",2021,2
"210","92327285","강다니엘","PARANOIA","R&B/소울",2021,2
"211","92118900","현아","I'm Not Cool","댄스",2021,2
"212","81018403","아이유 (IU)","내 손을 잡아","드라마",2021,2
"213","91134598","장범준","잠이 오질 않네요","발라드",2021,2
"214","90947953","BLACKPINK","Lovesick Girls","댄스",2021,2
"215","91839600","송이한","밝게 빛나는 별이 되어 비춰줄게","인디",2021,2
"216","92105639","개코 & 권진아","마음이 그래","R&B/소울",2021,2
"217","90178428","아이유 (IU)","에잇 (Prod. & Feat. SUGA of BTS)","락",2021,2
"218","92046524","HYNN (박혜원)","그대 없이 그대와","발라드",2021,2
"219","90545014","산들","취기를 빌려 (취향저격 그녀 X 산들)","인디",2021,2
"220","91931010","(여자)아이들","화(火花)","댄스",2021,2
"221","89613039","아이유 (IU)","Blueming","락",2021,2
"222","91990448","에픽하이 (EPIK HIGH)","Rosario (Feat. CL & ZICO)","랩/힙합",2021,2
"223","91911103","이수 (엠씨더맥스)","Your Lights","전체",2021,2
"224","89320910","장범준","흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야","드라마",2021,2
"225","90960439","Jawsh 685 & Jason Derulo & 방탄소년단","Savage Love (Laxed - Siren Beat) (BTS Remix)","팝",2021,2
"226","91423137","방탄소년단","Life Goes On","랩/힙합",2021,2
"227","81461935","Standing Egg (스탠딩 에그)","오래된 노래","발라드",2021,2
"228","92071941","골든차일드","안아줄게(Burn It)","댄스",2021,2
"229","91091923","임창정","힘든 건 사랑이 아니다","발라드",2021,2
"230","87928158","Anne-Marie","2002","팝",2021,2
"231","90709438","규현 (KYUHYUN)","내 마음이 움찔했던 순간 (취향저격 그녀 X 규현)","발라드",2021,2
"232","91840671","양다일","요즘","발라드",2021,2
"233","87840106","폴킴","모든 날, 모든 순간 (Every day, Every Moment)","드라마",2021,2
"234","90077755","임영웅","이제 나만 믿어요","트로트",2021,2
"235","89671631","창모 (CHANGMO)","METEOR","랩/힙합",2021,2
"236","91551008","이예준","그날에 나는 맘이 편했을까","발라드",2021,2
"237","91666269","태연 (TAEYEON)","What Do I Call You","R&B/소울",2021,2
"238","92345184","케이시 (Kassy)","오늘도 난 봄을 기다려","발라드",2021,2
"239","89859975","아이유 (IU)","마음을 드려요","드라마",2021,2
"240","91466463","벤","혼술하고 싶은 밤","발라드",2021,2
"241","91563412","릴보이 (lIlBOI)","내일이 오면 (Feat. 기리보이 & BIG Naughty (서동현))","랩/힙합",2021,2
"242","92399149","SHINee (샤이니)","Don't Call Me","댄스",2021,2
"243","89382909","AKMU (악동뮤지션)","어떻게 이별까지 사랑하겠어, 널 사랑하는 거지","발라드",2021,2
"244","91123274","적재","나랑 같이 걸을래 (바른연애 길잡이 X 적재)","인디",2021,2
"245","90914605","청하 & Christopher","Bad Boy","팝",2021,2
"246","88773173","방탄소년단","작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey)","랩/힙합",2021,2
"247","90155965","오마이걸 (OH MY GIRL)","Dolphin","댄스",2021,2
"248","90021550","조정석","아로하","드라마",2021,2
"249","89558702","노을","늦은 밤 너의 집 앞 골목길에서","발라드",2021,2
"250","91978161","DAY6 (Even of Day)","사랑, 이게 맞나 봐","락",2021,2
"251","89058209","마크툽 (Maktub)","오늘도 빛나는 너에게 (To You My Light) (Feat.이라온)","인디",2021,2
"252","90661587","박진영","When We Disco (Duet With 선미)","댄스",2021,2
"253","89815269","가호 (Gaho)","시작","드라마",2021,2
"254","90443299","BLACKPINK","How You Like That","댄스",2021,2
"255","89374289","Maroon 5","Memories","팝",2021,2
"256","91664636","황인욱","한잔이면 지워질까","발라드",2021,2
"257","91990449","에픽하이 (EPIK HIGH)","내 얘기 같아 (Feat. 헤이즈)","랩/힙합",2021,2
"258","89290354","Tones And I","Dance Monkey","락",2021,2
"259","90106691","경서예지","사실 나는 (Feat. 전건호)","인디",2021,2
"260","89671512","#안녕","너의 번호를 누르고 (Prod. by 영화처럼)","인디",2021,2
"261","90928056","헤이즈 (Heize) & 펀치 (Punch)","밤하늘의 저 별처럼","드라마",2021,2
"262","91716684","릴보이 (lIlBOI)","ON AIR (Feat. 로꼬 & 박재범 & GRAY)","랩/힙합",2021,2
"263","89296790","폴킴","안녕","드라마",2021,2
"264","91096604","마마무(Mamamoo)","딩가딩가 (Dingga)","댄스",2021,2
"265","89943155","오반 (OVAN)","어떻게 지내 (Prod. by VAN.C)","인디",2021,2
"266","91716688","릴보이 (lIlBOI)","CREDIT (Feat. 염따 & 기리보이 & Zion.T)","랩/힙합",2021,2
"267","91613328","이하이","For You (Feat. Crush)","R&B/소울",2021,2
"268","89530447","아이유 (IU)","Love poem","발라드",2021,2
"269","88344888","etham","12 : 45 (Stripped)","팝",2021,2
"270","91854697","비","나로 바꾸자 (Duet With JYP)","댄스",2021,2
"271","90155964","오마이걸 (OH MY GIRL)","살짝 설렜어 (Nonstop)","댄스",2021,2
"272","87034188","아이유 (IU)","밤편지","발라드",2021,2
"273","90544866","Pink Sweat$","At My Worst","R&B/소울",2021,2
"274","90451189","화사 (Hwa Sa)","마리아 (Maria)","댄스",2021,2
"275","91290290","잔나비","가을밤에 든 생각","인디",2021,2
"276","86941521","방탄소년단","봄날","댄스",2021,2
"277","89520901","Dua Lipa","Don't Start Now","팝",2021,2
"278","91529103","IZ*ONE (아이즈원)","Panorama","댄스",2021,2
"279","88686378","잔나비","주저하는 연인들을 위해","인디",2021,2
"280","91945817","머쉬베놈 (MUSHVENOM) & 저스디스 (JUSTHIS)","옜다 (Take It) (Prod. by GroovyRoom)","랩/힙합",2021,2
"281","88336380","폴킴","너를 만나","발라드",2021,2
"282","91620457","이승기","잘할게","발라드",2021,2
"283","91563409","미란이 (Mirani)","Achoo (Feat. pH-1 & HAON) (Prod. by GroovyRoom)","랩/힙합",2021,2
"284","92116571","규현 (KYUHYUN)","마지막 날에 (Moving On)","발라드",2021,2
"285","91625443","스윙스 (Swings)","악역 (Feat. 이하이 & 사이먼 도미닉) (Prod. by 코드 쿤스트)","랩/힙합",2021,2
"286","91165220","TWICE (트와이스)","I CAN'T STOP ME","댄스",2021,2
"287","91563411","Khundi Panda","뿌리 (Feat. JUSTHIS) (Prod. by GroovyRoom)","랩/힙합",2021,2
"288","87594329","블루 (BLOO)","Downtown Baby","랩/힙합",2021,2
"289","88281290","Lauv","Paris In The Rain","팝",2021,2
"290","89776757","지코 (ZICO)","아무노래","랩/힙합",2021,2
"291","88707240","장범준","노래방에서","락",2021,2
"292","91264455","임영웅","HERO","트로트",2021,2
"293","90250302","전미도","사랑하게 될 줄 알았어","드라마",2021,2
"294","92419034","온앤오프 (ONF)","Beautiful Beautiful","댄스",2021,2
"295","90998269","환불원정대","DON'T TOUCH ME","댄스",2021,2
"296","91167642","폴킴","너도 아는","발라드",2021,2
"297","89623205","신예영","우리 왜 헤어져야 해","발라드",2021,2
"298","91361842","이승기","뻔한남자","발라드",2021,2
"299","91423134","릴보이 (lIlBOI) & 원슈타인 & Chillin Homie & 스카이민혁 (Skyminhyuk)","Freak (Prod. by Slom)","랩/힙합",2021,2
"300","90602627","제시","눈누난나 (NUNU NANA)","랩/힙합",2021,2
"301","89894708","임영웅","어느 60대 노부부이야기","트로트",2021,2
"302","89492238","Conan Gray","Maniac","팝",2021,2
"303","88729142","HYNN (박혜원)","시든 꽃에 물을 주듯","발라드",2021,2
"304","88727092","Billie Eilish","bad guy","락",2021,2
"305","90520051","백지영","거짓말이라도 해서 널 보고싶어","발라드",2021,2
"306","86868102","에일리 (AILEE)","첫눈처럼 너에게 가겠다","드라마",2021,2
"307","90551435","이하이","홀로","R&B/소울",2021,2
"308","91951860","청하","Bicycle","댄스",2021,2
"309","90146199","순순희","서면역에서","인디",2021,2
"310","88261335","임재현","사랑에 연습이 있었다면 (Prod. by 2soo)","발라드",2021,2
"311","90031687","엠씨더맥스 (M.C the MAX)","처음처럼","발라드",2021,2
"312","88501296","케이시 (Kassy)","그때가 좋았어","발라드",2021,2
"313","87894567","Christopher","Bad","팝",2021,2
"314","92156075","정동하","추억은 만남보다 이별에 남아","발라드",2021,2
"315","89852057","AJR","Bang!","팝",2021,2
"316","88860334","Ruel","Painkiller","팝",2021,2
"317","88987356","먼데이 키즈 (Monday Kiz)","사랑이 식었다고 말해도 돼","발라드",2021,2
"318","87506735","Alan Walker & Noah Cyrus & Digital Farm Animals","All Falls Down (Feat. Juliander)","일렉트로니카",2021,2
"319","89238855","태연 (TAEYEON)","그대라는 시","드라마",2021,2
"320","91226644","Ariana Grande","34＋35","팝",2021,2
"321","88323996","Jeremy Zucker","Comethru","팝",2021,2
"322","89275179","거미 (Gummy)","기억해줘요 내 모든 날과 그때를","드라마",2021,2
"323","88074702","숀 (SHAUN)","Way Back Home","일렉트로니카",2021,2
"324","90001474","조이 (JOY)","좋은 사람 있으면 소개시켜줘","드라마",2021,2
"325","86868163","Ed Sheeran","Shape Of You","팝",2021,2
"326","88709300","태연 (TAEYEON)","사계 (Four Seasons)","발라드",2021,2
"327","91625438","머쉬베놈 (MUSHVENOM)","고독하구만 (Feat. 수퍼비) (Prod. by GroovyRoom)","랩/힙합",2021,2
"328","87538989","Sia","Snowman","팝",2021,2
"329","91750851","나얼","서로를 위한 것","발라드",2021,2
"330","89339699","V.O.S","다시 만날까 봐","발라드",2021,2
"331","89702572","백예린 (Yerin Baek)","Square (2017)","전체",2021,2
"332","92234460","이예준","다시 만날까 봐 (Prod. by V.O.S)","발라드",2021,2
"333","89119858","황인욱","포장마차","발라드",2021,2
"334","91622433","백예린 (Yerin Baek)","Hate you","R&B/소울",2021,2
"335","91096860","먼데이 키즈 (Monday Kiz)","사랑 못해, 남들 쉽게 다 하는 거","발라드",2021,2
"336","89787351","임영웅","바램","트로트",2021,2
"337","91768515","10CM","입김","인디",2021,2
"338","88703035","Alan Walker & Sabrina Carpenter & Farruko","On My Way","일렉트로니카",2021,2
"339","89883242","방탄소년단","ON","랩/힙합",2021,2
"340","89353654","전상근","사랑이란 멜로는 없어","발라드",2021,2
"341","89380047","임재현","조금 취했어 (Prod. by 2soo)","인디",2021,2
"342","89598605","마마무(Mamamoo)","HIP","댄스",2021,2
"343","90191450","Ariana Grande & Justin Bieber","Stuck With U","팝",2021,2
"344","90536476","싹쓰리 (유두래곤 & 린다G & 비룡)","다시 여기 바닷가","댄스",2021,2
"345","92402200","선미","꼬리 (TAIL)","댄스",2021,2
"346","88286541","아이유 (IU)","삐삐","R&B/소울",2021,2
"347","91091925","임창정","소확행","발라드",2021,2
"348","89858874","김필","그때 그 아인","드라마",2021,2
"349","90341734","전상근","사랑은 지날수록 더욱 선명하게 남아","발라드",2021,2
"350","90788463","김호중","만개 (Prod. 신지후)","트로트",2021,2
"351","91919995","장덕철","겨울잠","발라드",2021,2
"352","92413088","폴킴","사랑하는 당신께","발라드",2021,2
"353","89769037","이예준","미친 소리","인디",2021,2
"354","89744994","Red Velvet (레드벨벳)","Psycho","댄스",2021,2
"355","89612348","마미손","사랑은 (Feat. 원슈타인)","랩/힙합",2021,2
"356","82280761","성시경","너의 모든 순간","드라마",2021,2
"357","86380457","폴킴","비","R&B/소울",2021,2
"358","91752547","이무진","휘파람","락",2021,2
"359","90413544","아이유 (IU)","Into the I-LAND","댄스",2021,2
"360","90676965","ITZY (있지)","Not Shy","댄스",2021,2
"361","90160784","김호중","나보다 더 사랑해요","트로트",2021,2
"362","85433670","Troye Sivan","YOUTH","팝",2021,2
"363","90611600","(여자)아이들","덤디덤디 (DUMDi DUMDi)","댄스",2021,2
