,number,artist,title,genre,heart,t.listener,t.listen
352,92720611,영탁,오메가쓰리,트로트,326,"5,057","16,236"
353,92457799,김희재 & 이찬원,당신편,트로트,376,"2,396","15,599"
354,90216792,영탁,만남,트로트,515,"40,681","195,608"
355,92107246,김희재 & 김혜연,토요일 밤에,트로트,273,"3,305","15,657"
356,90252979,임영웅 & 이찬원,진정인가요,트로트,"1,282","30,783","206,561"
357,91125227,영탁,신사동 그사람,트로트,379,"14,867","59,065"
358,92638151,장민호 & 김다현 & 김태연,짝짝꿍짝,트로트,71,"3,174","15,745"
359,92720609,장민호,유쾌 상쾌 통쾌,트로트,73,"3,584","15,847"
360,91948485,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재,첫차,트로트,676,"4,014","21,725"
361,90787477,영탁,불티,트로트,395,"18,314","79,574"
362,91893116,영탁,연락선,트로트,378,"5,787","29,058"
363,90536212,신유,애가 타,트로트,63,"13,403","81,148"
364,90972994,정동원,자갈치 아지매,트로트,145,"8,879","46,614"
365,90608768,이찬원 & 정동원,그대 없이는 못 살아,트로트,386,"12,048","95,621"
366,91485296,장민호,어차피 떠난 사람,트로트,114,"6,416","40,087"
367,92327229,장민호,노랫가락 차차차,트로트,78,"3,045","15,365"
368,90608771,영탁,당신의 의미,트로트,391,"16,841","85,194"
369,90252978,김희재,열아홉 순정,트로트,630,"17,843","132,681"
370,90536213,박서진,사모,트로트,72,"11,019","78,123"
371,90340815,린 & 영탁,사랑보다 깊은 상처,트로트,377,"32,562","186,211"
372,90677249,장민호,Honey,트로트,183,"16,993","82,868"
373,90787482,김희재,몇 미터 앞에 두고,트로트,559,"7,715","67,913"
374,90972999,김희재,올래,트로트,624,"7,967","129,412"
375,92964775,장민호,MaMa (김영호 Ver.),발라드,86,"4,608","14,933"
376,90482374,장민호,맨발의 청춘,트로트,168,"19,036","100,956"
377,90935298,영탁,동행,트로트,401,"12,800","65,717"
378,90124472,김희재 & 이찬원,러브레터,트로트,767,"28,210","217,592"
379,90640757,정동원,울고 넘는 박달재,트로트,167,"20,101","85,891"
380,91358288,김희재,이유 같지 않은 이유,트로트,500,"5,457","77,497"
381,90340814,정동원,자옥아,트로트,224,"26,775","130,539"
382,90787484,정동원,합정역 5번 출구,트로트,167,"13,595","61,262"
383,90608767,김호중,골목길,트로트,"1,409","15,304","82,556"
384,91125228,정동원,돌고 돌아가는길,트로트,144,"10,910","45,607"
385,90340816,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재,울릉도 트위스트,트로트,"1,167","29,431","142,074"
386,90442854,영탁,Can't Take My Eyes Off You,트로트,550,"20,715","130,635"
387,90340808,장민호,허공,트로트,170,"17,965","99,629"
388,92964777,영탁,꿈에,발라드,400,"6,312","15,854"
389,92964777,영탁,꿈에,발라드,400,"6,312","15,854"
390,90787475,영탁,소양강 처녀,트로트,356,"16,109","65,791"
391,90536215,김호중 & 박구윤,나 가거든,트로트,660,"18,882","105,922"
392,90935296,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재,달타령,트로트,892,"9,476","53,705"
393,92327223,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재,행운을 드립니다,트로트,666,"2,823","13,286"
394,90640759,이해리 (다비치),그 겨울의 찻집,트로트,76,"16,520","83,790"
395,90827751,김희재 & 서지오,추억의 발라드,트로트,390,"23,033","96,453"
396,90536210,임영웅 & 영탁 & 이찬원 & 정동원 (JUNG DONG WON) & 김호중 & 장민호 & 김희재,제3한강교,트로트,"1,224","18,596","100,232"
397,90709009,장민호,우지마라,트로트,148,"9,940","59,405"
398,90787488,정동원,어쩌다 마주친 그대,트로트,165,"12,238","57,621"
399,91420726,장민호,처음 그 느낌처럼,트로트,115,"5,739","37,711"
400,90507910,정동원,물레방아 도는데,트로트,175,"17,237","91,739"
401,92266033,정동원 & 장민호 & 김희재,오늘부터 우리는 (Me Gustas Tu),트로트,269,"2,703","13,156"
402,92560995,정동원,이력서,트로트,104,"3,889","13,712"
403,90928020,장민호,따르릉,트로트,174,"15,495","68,411"
404,92023525,정동원,비내리는 고모령,트로트,104,"5,572","16,815"
405,90169588,장민호,빙글빙글,트로트,254,"30,301","164,755"
406,90252973,장민호,가슴아프게,트로트,178,"19,790","114,034"
407,92560998,장민호,남이다 남이다 남이다,트로트,81,"2,589","12,923"
408,90442861,김희재,Maria,트로트,628,"12,935","97,509"
409,90827756,이찬원 & 황윤성,삼각관계,트로트,367,"8,478","76,142"
410,90536220,김호중 & 김희재,사랑했지만,트로트,892,"18,627","110,912"
411,90891136,임영웅 & 홍지민,그대는 나의 인생,트로트,829,"8,657","62,074"
412,91064188,금잔디,역쩐인생: 가난한 남자,트로트,52,"8,425","40,388"
413,90827761,이찬원 & 황윤성,꽃바람,트로트,352,"7,797","73,970"
414,90787478,정동원,빠라빠빠,트로트,168,"12,294","60,707"
415,92720597,양지은 & 홍지윤 & 김태연 & 김의영 & 별사랑,진또배기,트로트,29,"4,548","12,810"
416,90536211,영탁,거울도 안보는 여자,트로트,403,"24,550","111,928"
417,90482379,임영웅 & 정동원,환희,트로트,862,"19,224","108,487"
418,90928024,정동원,헤어진 후에,트로트,179,"12,104","57,236"
419,90935306,정동원,광화문 연가,트로트,152,"10,814","47,878"
420,90935299,김희재,뭐야뭐야,트로트,601,"6,889","101,575"
421,91064192,정동원,흙에 살리라,트로트,132,"9,519","39,813"
422,90340811,임영웅 & 정동원,A Whole New World,트로트,"1,106","29,054","162,257"
423,90190741,장민호,그대여 변치 마오,트로트,184,"21,158","123,880"
424,90640753,린 (LYn) & 김희재,잊지 말기로 해,트로트,367,"21,319","92,107"
425,91420721,남승민,여백,트로트,54,"5,380","31,902"
426,91358283,정동원,난 사랑을 아직 몰라,트로트,125,"8,164","33,406"
427,92187775,정동원,김치,트로트,111,"4,289","12,985"
428,90216788,김경민 & 신인선 (미스터싱싱) & 김수찬 & 강태관 & 류지광 & 황윤성 & 남승민,대찬인생,트로트,220,"25,286","163,146"
429,90972989,임영웅 & 영탁 & 이찬원 & 정동원 (JUNG DONG WON) & 김호중 & 장민호 & 김희재,바다새,트로트,955,"9,861","47,826"
430,90536219,임영웅 & 영탁 & 최현상 & 소유찬,정말 사랑했을까,트로트,845,"12,464","93,243"
431,90442853,김희재,I Will Always Love You,트로트,596,"9,993","71,875"
432,90827753,장민호 & 금잔디,사치기 사치기,트로트,104,"9,923","56,685"
433,92638155,양지은 & 홍지윤 & 김다현 & 김태연 & 김의영 & 별사랑,천년바위,트로트,33,"3,612","11,717"
434,92720608,홍지윤,남남북녀,트로트,24,"3,587","11,599"
435,92327226,영탁 & 정동원,보약 같은 친구,트로트,169,"2,772","11,397"
436,90216769,김수찬,사랑의 배터리,트로트,222,"25,204","142,796"
437,92720603,김다현 & 별사랑 & 은가은,반창고,트로트,27,"3,109","11,190"
438,92886225,장민호,울고 넘는 박달재,트로트,76,"3,034","11,315"
439,90973002,정동원 & 정동혁,얼쑤,트로트,130,"9,829","44,622"
440,90787474,정동원,영원한 친구,트로트,158,"11,850","51,984"
441,92720607,김태연,고장난 벽시계,트로트,14,"4,441","11,291"
442,91204561,정동원,동동구루무,트로트,124,"8,834","34,823"
443,92638156,양지은 & 홍지윤 & 김태연 & 김의영 & 별사랑,사랑의 배터리,트로트,22,"3,591","10,996"
444,90608769,장민호,사랑의 이름표,트로트,123,"10,750","56,506"
445,90677254,솔지 & 장민호,"너 나 좋아해, 나 너 좋아해",트로트,97,"12,585","65,366"
446,90169591,장민호 & 영탁 & 김호중,어젯밤 이야기,트로트,800,"37,053","200,317"
447,91125232,이찬원 & 장민호 & 김희재,당신이 원하신다면,트로트,421,"6,830","42,302"
448,90378689,이찬원 & 김호중 & 김희재,샹하이로맨스,트로트,987,"25,639","152,710"
449,92886207,영탁,나만의 여인,트로트,257,"4,955","11,069"
450,90709013,김범룡 & 장민호,준비없는 이별,트로트,126,"7,544","54,172"
451,91286264,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재,나의 노래,트로트,728,"6,502","32,581"
452,90709001,정동원,잠깐만,트로트,203,"15,091","65,492"
453,91286263,정동원,삐에로는 우릴 보고 웃지,트로트,135,"8,240","32,697"
454,91622410,정동원,미안 미안해,트로트,135,"7,447","23,935"
455,92720602,김희재 & 은가은,사미인곡,댄스,199,"2,988","10,430"
456,90891137,장민호,사랑타령,트로트,119,"7,688","42,831"
457,92638150,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재 & 강태관,남행열차,트로트,401,"3,092","10,249"
458,90640750,장민호,내 영혼의 히로인,트로트,118,"11,706","56,202"
459,92964772,영탁,고향 가는 날,트로트,380,"3,854","11,006"
460,90827755,장민호 & 금잔디,나를 살게 하는 사랑,트로트,112,"7,930","51,349"
461,90507905,장민호,못잊겠어요,트로트,131,"12,791","67,322"
462,91064182,영탁 & 장민호,미련 때문에,트로트,196,"7,734","37,426"
463,90216795,강태관,야간열차,트로트,86,"16,685","101,561"
464,90412810,장민호,야인,트로트,158,"15,562","78,871"
465,90827760,김희재 & 서지오,바다에 누워,트로트,357,"8,869","53,052"
466,90751201,신성,내 삶을 눈물로 채워도,트로트,32,"7,226","42,679"
467,90751193,임영웅 & 영탁 & 이찬원 & 정동원 & 장민호 & 김희재 & 김수찬 & 신성,아 대한민국,트로트,"1,105","10,910","54,761"
468,92720601,김의영,낭랑 18세,트로트,15,"3,085","9,563"
469,90507914,신유,가을을 남기고 간 사랑,트로트,49,"12,417","67,735"
470,91064191,최진희,낙엽은 지는데,트로트,22,"6,711","29,528"
471,91358282,장민호,미워미워미워,트로트,93,"5,135","28,181"
472,92886223,정동원,말이야,트로트,119,"3,838","9,266"
473,92886206,정동원,어이 (Uh-ee),댄스,107,"4,360","9,810"
474,90827763,김희재 & 서지오,여기서,트로트,352,"6,846","47,204"
475,90482378,임영웅 & 영탁 & 이찬원 & 정동원 (JUNG DONG WON) & 김호중 & 장민호 & 김희재,RUN To YOU,트로트,"1,281","24,434","105,227"
476,91125233,장민호,눈물의 블루스,트로트,97,"6,511","35,163"
477,90709007,진시몬,잃어버린 정,트로트,35,"8,273","41,230"
478,90972997,김호중 & 임영웅 & 이찬원,You Raise me Up,트로트,836,"6,868","38,566"
479,90640749,유성은,낭만에 대하여,트로트,65,"11,151","59,666"
480,90787481,장민호,날 버린 남자,트로트,120,"7,387","36,825"
481,90787480,신성,사랑이 뭐길래,트로트,22,"5,520","35,787"
482,90442847,임영웅 & 영탁 & 이찬원 & 정동원 (JUNG DONG WON) & 김호중 & 장민호 & 김희재,Bad Case of Loving you,트로트,"1,308","20,850","95,255"
483,90295216,정동원,Moon River (영화 '티파니에서 아침을' OST),트로트,213,"23,540","83,831"
484,90507917,박구윤,물레방아,트로트,43,"10,350","55,734"
485,90507909,장송호,찔레꽃,트로트,43,"11,846","43,946"
486,90787483,김수찬,일편단심,트로트,58,"6,141","38,687"
487,90482382,강진 & 임영웅 & 영탁 & 이찬원 & 김호중 & 정동원 (JUNG DONG WON) & 장민호 & 김희재,삼각관계,트로트,"1,171","18,327","72,000"
488,90216793,신인선 (미스터싱싱),둥지,트로트,114,"19,962","102,680"
489,90972990,장민호,처녀 뱃사공,트로트,88,"5,999","27,630"
490,90412807,이찬원 & 장민호,노란 샤쓰의 사나이,트로트,309,"17,768","82,637"
491,90507906,신성,안개 낀 장충단 공원,트로트,35,"11,273","50,145"
492,92964773,정동원,흥부자,트로트,109,"4,362","8,017"
493,90787485,신성,갈매기 사랑,트로트,27,"4,848","30,903"
494,92638152,임영웅 & 이찬원 & 정동원 & 김희재 & 강태관,곤드레 만드레,트로트,305,"2,387","7,078"
495,90536218,박구윤,십오야,트로트,35,"10,962","49,915"
496,90571787,장민호 & 노지훈,하트 하트,트로트,91,"10,192","50,841"
497,91064186,정수라,정말 좋았네,트로트,28,"6,395","25,255"
498,90216790,남승민,남자는 여자를 귀찮게 해,트로트,108,"18,223","93,071"
499,91064161,서지오,보여줄게,트로트,33,"5,668","24,123"
500,90571780,김호중 & 나태주,짠짜라,트로트,491,"13,614","50,742"
501,90571788,김호중 & 나태주,자서전,트로트,526,"8,195","45,610"
502,90571782,장민호 & 노지훈,잡초,트로트,90,"10,487","47,164"
503,90571783,임영웅 & 황윤성,나침반,트로트,686,"10,759","49,070"
504,91358287,영탁 & 장민호,사랑의 불시착,트로트,166,"4,459","21,228"
505,90442848,임영웅 & 김호중,Shape of my Heart,트로트,"1,033","5,191","44,594"
506,90787487,신성,가지마오,트로트,24,"4,503","27,863"
507,90340812,붐 & 장민호,나 어릴 적 꿈,트로트,154,"16,564","78,534"
508,92638154,임영웅 & 이찬원 & 정동원 & 김희재 & 강태관,청춘을 돌려다오,트로트,294,"2,128","5,971"
509,90973001,영탁 & 박은지,아버지,트로트,230,"8,456","47,627"
510,90216771,김경민 & 신인선 (미스터싱싱) & 김수찬 & 강태관 & 류지광 & 황윤성 & 나태주 & 남승민,앗! 뜨거,트로트,153,"15,953","89,312"
511,91064180,조정민,노래하며 춤추며,트로트,27,"5,736","23,542"
512,91358285,이찬원 & 정동원 & 장민호,그녀에게 전해주오,트로트,222,"4,035","18,937"
513,90216797,류지광,마지막 잎새,트로트,57,"13,617","67,389"
514,90709008,오승근,맞다 맞다 니 말이 맞다,트로트,40,"6,034","27,969"
515,90482377,임영웅 & 장민호 & 김희재,바꿔,트로트,870,"11,671","53,567"
516,90709002,박구윤,사랑은 나비인가봐,트로트,35,"6,856","30,872"
517,90827752,정동원 & 임도형,서울구경,트로트,70,"7,270","26,886"
518,90536223,신유 & 박구윤 & 신성 & 최현상 & 소유찬 & 박서진 & 장송호,첫차,트로트,27,"8,636","35,720"
519,90507912,최현상,약손,트로트,38,"7,932","35,713"
520,90973000,태진아 & 이찬원,사랑은 아무나 하나,트로트,192,"6,137","23,275"
521,90787486,김수찬,아모레미오,트로트,42,"5,265","24,585"
522,90827754,정동원 & 임도형,마포종점,트로트,59,"6,320","23,262"
523,90827759,정동원 & 임도형,어머나,트로트,68,"7,687","25,210"
524,90972998,붐 & 장민호,으샤! 으샤!,트로트,72,"4,833","20,410"
525,90571784,영탁 & 류지광,도시탈출,트로트,142,"11,200","42,319"
526,90571786,김호중 & 나태주,왜왜왜,트로트,473,"9,420","35,293"
527,90536221,최현상,립스틱 짙게 바르고,트로트,29,"7,420","27,954"
528,90124485,김호중,초혼 (MR),트로트,"1,234","7,624","22,232"
